timestamp,station_id,lat,lon,alt_m,T,P,RH,T_true,P_true,RH_true,is_fault,fault_class,fault_channel,event,lst,doy,expected_reason
2025-03-02 14:00:00,AWS_MUM,19.08,72.88,11,27.72,1006.96,68.6,27.72,1006.96,68.6,0,none,none,,18.858667,61.0,ok
2025-03-02 15:00:00,AWS_MUM,19.08,72.88,11,28.11,1007.47,66.9,28.11,1007.47,66.9,0,none,none,,19.858667,61.0,ok
2025-03-02 16:00:00,AWS_MUM,19.08,72.88,11,30.26,1007.8,59.2,30.26,1007.8,59.2,0,none,none,,20.858667,61.0,ok
2025-03-02 17:00:00,AWS_MUM,19.08,72.88,11,31.52,1008.65,55.6,31.52,1008.65,55.6,0,none,none,,21.858667,61.0,ok
2025-03-02 18:00:00,AWS_MUM,19.08,72.88,11,33.25,1008.8,51.0,33.25,1008.8,51.0,0,none,none,,22.858667,61.0,ok
2025-03-02 19:00:00,AWS_MUM,19.08,72.88,11,33.81,1008.86,49.9,33.81,1008.86,49.9,0,none,none,,23.858667,61.0,ok
2025-03-02 20:00:00,AWS_MUM,19.08,72.88,11,35.06,1008.36,46.2,35.06,1008.36,46.2,0,none,none,,0.85866666,61.0,ok
2025-03-02 21:00:00,AWS_MUM,19.08,72.88,11,35.79,1007.92,43.7,35.79,1007.92,43.7,0,none,none,,1.8586667,61.0,ok
2025-03-02 22:00:00,AWS_MUM,19.08,72.88,11,36.52,1006.89,41.6,36.52,1006.89,41.6,0,none,none,,2.8586667,61.0,ok
2025-03-02 23:00:00,AWS_MUM,19.08,72.88,11,36.09,1006.98,43.4,36.09,1006.98,43.4,0,none,none,,3.8586667,61.0,ok
2025-03-03 00:00:00,AWS_MUM,19.08,72.88,11,35.73,1007.36,44.5,35.73,1007.36,44.5,0,none,none,,4.858667,62.0,ok
2025-03-03 01:00:00,AWS_MUM,19.08,72.88,11,34.86,1007.49,46.8,34.86,1007.49,46.8,0,none,none,,5.858667,62.0,ok
2025-03-03 02:00:00,AWS_MUM,19.08,72.88,11,33.86,1007.78,49.3,33.86,1007.78,49.3,0,none,none,,6.858667,62.0,ok
2025-03-03 03:00:00,AWS_MUM,19.08,72.88,11,33.19,1008.46,50.6,33.19,1008.46,50.6,0,none,none,,7.858667,62.0,ok
2025-03-03 04:00:00,AWS_MUM,19.08,72.88,11,32.08,1008.5,53.7,32.08,1008.5,53.7,0,none,none,,8.858666,62.0,ok
2025-03-03 05:00:00,AWS_MUM,19.08,72.88,11,30.79,1008.74,56.7,30.79,1008.74,56.7,0,none,none,,9.858666,62.0,ok
2025-03-03 06:00:00,AWS_MUM,19.08,72.88,11,29.45,1007.95,61.9,29.45,1007.95,61.9,0,none,none,,10.858666,62.0,ok
2025-03-03 07:00:00,AWS_MUM,19.08,72.88,11,28.42,1007.98,64.8,28.42,1007.98,64.8,0,none,none,,11.858666,62.0,ok
2025-03-03 08:00:00,AWS_MUM,19.08,72.88,11,27.84,1007.85,66.3,27.84,1007.85,66.3,0,none,none,,12.858666,62.0,ok
2025-03-03 09:00:00,AWS_MUM,19.08,72.88,11,27.22,1006.65,68.7,27.22,1006.65,68.7,0,none,none,,13.858666,62.0,ok
2025-03-03 10:00:00,AWS_MUM,19.08,72.88,11,27.22,1006.01,69.5,27.22,1006.01,69.5,0,none,none,,14.858666,62.0,ok
2025-03-03 11:00:00,AWS_MUM,19.08,72.88,11,26.5,1005.46,73.2,26.5,1005.46,73.2,0,none,none,,15.858666,62.0,ok
2025-03-03 12:00:00,AWS_MUM,19.08,72.88,11,27.71,1005.2,67.0,27.71,1005.2,67.0,0,none,none,,16.858667,62.0,ok
2025-03-03 13:00:00,AWS_MUM,19.08,72.88,11,26.94,1005.31,71.0,26.94,1005.31,71.0,0,none,none,,17.858667,62.0,ok
2025-03-03 14:00:00,AWS_MUM,19.08,72.88,11,27.66,1006.69,67.4,27.66,1006.69,67.4,0,none,none,,18.858667,62.0,ok
2025-03-03 15:00:00,AWS_MUM,19.08,72.88,11,28.82,1007.66,60.3,28.82,1007.66,60.3,0,none,none,,19.858667,62.0,ok
2025-03-03 16:00:00,AWS_MUM,19.08,72.88,11,29.49,1008.32,58.9,29.49,1008.32,58.9,0,none,none,,20.858667,62.0,ok
2025-03-03 17:00:00,AWS_MUM,19.08,72.88,11,30.2,1008.59,57.1,30.2,1008.59,57.1,0,none,none,,21.858667,62.0,ok
2025-03-03 18:00:00,AWS_MUM,19.08,72.88,11,31.25,1008.76,54.4,31.25,1008.76,54.4,0,none,none,,22.858667,62.0,ok
2025-03-03 19:00:00,AWS_MUM,19.08,72.88,11,32.3,1008.55,51.0,32.3,1008.55,51.0,0,none,none,,23.858667,62.0,ok
2025-03-03 20:00:00,AWS_MUM,19.08,72.88,11,32.75,1007.69,50.4,32.75,1007.69,50.4,0,none,none,,0.85866666,62.0,ok
2025-03-03 21:00:00,AWS_MUM,19.08,72.88,11,33.14,1007.36,48.5,33.14,1007.36,48.5,0,none,none,,1.8586667,62.0,ok
2025-03-03 22:00:00,AWS_MUM,19.08,72.88,11,33.88,1006.23,48.1,33.88,1006.23,48.1,0,none,none,,2.8586667,62.0,ok
2025-03-03 23:00:00,AWS_MUM,19.08,72.88,11,33.26,1006.24,50.3,33.26,1006.24,50.3,0,none,none,,3.8586667,62.0,ok
2025-03-04 00:00:00,AWS_MUM,19.08,72.88,11,32.76,1006.86,52.7,32.76,1006.86,52.7,0,none,none,,4.858667,63.0,ok
2025-03-04 01:00:00,AWS_MUM,19.08,72.88,11,31.99,1007.35,53.6,31.99,1007.35,53.6,0,none,none,,5.858667,63.0,ok
2025-03-04 02:00:00,AWS_MUM,19.08,72.88,11,30.86,1007.4,56.4,30.86,1007.4,56.4,0,none,none,,6.858667,63.0,ok
2025-03-04 03:00:00,AWS_MUM,19.08,72.88,11,31.28,1007.5,54.3,31.28,1007.5,54.3,0,none,none,,7.858667,63.0,ok
2025-03-04 04:00:00,AWS_MUM,19.08,72.88,11,29.32,1007.41,62.8,29.32,1007.41,62.8,0,none,none,,8.858666,63.0,ok
2025-03-04 05:00:00,AWS_MUM,19.08,72.88,11,28.44,1007.57,66.1,28.44,1007.57,66.1,0,none,none,,9.858666,63.0,ok
2025-03-04 06:00:00,AWS_MUM,19.08,72.88,11,27.03,1007.46,72.4,27.03,1007.46,72.4,0,none,none,,10.858666,63.0,ok
2025-03-04 07:00:00,AWS_MUM,19.08,72.88,11,25.75,1006.99,79.0,25.75,1006.99,79.0,0,none,none,,11.858666,63.0,ok
2025-03-04 08:00:00,AWS_MUM,19.08,72.88,11,25.22,1006.46,82.3,25.22,1006.46,82.3,0,none,none,,12.858666,63.0,ok
2025-03-04 09:00:00,AWS_MUM,19.08,72.88,11,25.31,1005.83,81.1,25.31,1005.83,81.1,0,none,none,,13.858666,63.0,ok
2025-03-04 10:00:00,AWS_MUM,19.08,72.88,11,25.02,1005.05,82.8,25.02,1005.05,82.8,0,none,none,,14.858666,63.0,ok
2025-03-04 11:00:00,AWS_MUM,19.08,72.88,11,24.74,1004.95,85.0,24.74,1004.95,85.0,0,none,none,,15.858666,63.0,ok
2025-03-04 12:00:00,AWS_MUM,19.08,72.88,11,24.51,1005.03,87.5,24.51,1005.03,87.5,0,none,none,,16.858667,63.0,ok
2025-03-04 13:00:00,AWS_MUM,19.08,72.88,11,24.4,1006.39,88.9,24.4,1006.39,88.9,0,none,none,,17.858667,63.0,ok
2025-03-04 14:00:00,AWS_MUM,19.08,72.88,11,25.25,1006.66,84.3,25.25,1006.66,84.3,0,none,none,,18.858667,63.0,ok
2025-03-04 15:00:00,AWS_MUM,19.08,72.88,11,26.62,1007.82,78.1,26.62,1007.82,78.1,0,none,none,,19.858667,63.0,ok
2025-03-04 16:00:00,AWS_MUM,19.08,72.88,11,27.89,1008.11,73.5,27.89,1008.11,73.5,0,none,none,,20.858667,63.0,ok
2025-03-04 17:00:00,AWS_MUM,19.08,72.88,11,29.02,1008.52,68.9,29.02,1008.52,68.9,0,none,none,,21.858667,63.0,ok
2025-03-04 18:00:00,AWS_MUM,19.08,72.88,11,30.28,1008.72,63.2,30.28,1008.72,63.2,0,none,none,,22.858667,63.0,ok
2025-03-04 19:00:00,AWS_MUM,19.08,72.88,11,31.1,1008.06,58.4,31.1,1008.06,58.4,0,none,none,,23.858667,63.0,ok
2025-03-04 20:00:00,AWS_MUM,19.08,72.88,11,31.61,1008.22,55.9,31.61,1008.22,55.9,0,none,none,,0.85866666,63.0,ok
2025-03-04 21:00:00,AWS_MUM,19.08,72.88,11,31.62,1007.44,55.7,31.62,1007.44,55.7,0,none,none,,1.8586667,63.0,ok
2025-03-04 22:00:00,AWS_MUM,19.08,72.88,11,32.06,1007.19,53.5,32.06,1007.19,53.5,0,none,none,,2.8586667,63.0,ok
2025-03-04 23:00:00,AWS_MUM,19.08,72.88,11,31.3,1006.84,55.0,31.3,1006.84,55.0,0,none,none,,3.8586667,63.0,ok
2025-03-05 00:00:00,AWS_MUM,19.08,72.88,11,30.47,1006.68,58.4,30.47,1006.68,58.4,0,none,none,,4.858667,64.0,ok
2025-03-05 01:00:00,AWS_MUM,19.08,72.88,11,29.83,1006.77,60.3,29.83,1006.77,60.3,0,none,none,,5.858667,64.0,ok
2025-03-05 02:00:00,AWS_MUM,19.08,72.88,11,28.54,1007.47,65.1,28.54,1007.47,65.1,0,none,none,,6.858667,64.0,ok
2025-03-05 03:00:00,AWS_MUM,19.08,72.88,11,26.93,1008.02,70.8,26.93,1008.02,70.8,0,none,none,,7.858667,64.0,ok
2025-03-05 04:00:00,AWS_MUM,19.08,72.88,11,26.47,1008.47,73.1,26.47,1008.47,73.1,0,none,none,,8.858666,64.0,ok
2025-03-05 05:00:00,AWS_MUM,19.08,72.88,11,25.55,1008.71,76.7,25.55,1008.71,76.7,0,none,none,,9.858666,64.0,ok
2025-03-05 06:00:00,AWS_MUM,19.08,72.88,11,24.62,1008.66,83.1,24.62,1008.66,83.1,0,none,none,,10.858666,64.0,ok
2025-03-05 07:00:00,AWS_MUM,19.08,72.88,11,23.56,1008.28,87.9,23.56,1008.28,87.9,0,none,none,,11.858666,64.0,ok
2025-03-05 08:00:00,AWS_MUM,19.08,72.88,11,24.05,1007.51,86.1,24.05,1007.51,86.1,0,none,none,,12.858666,64.0,ok
2025-03-05 09:00:00,AWS_MUM,19.08,72.88,11,23.01,1006.39,91.2,23.01,1006.39,91.2,0,none,none,,13.858666,64.0,ok
2025-03-05 10:00:00,AWS_MUM,19.08,72.88,11,23.03,1005.78,92.1,23.03,1005.78,92.1,0,none,none,,14.858666,64.0,ok
2025-03-05 11:00:00,AWS_MUM,19.08,72.88,11,22.62,1005.57,94.1,22.62,1005.57,94.1,0,none,none,,15.858666,64.0,ok
2025-03-05 12:00:00,AWS_MUM,19.08,72.88,11,23.73,1006.25,88.9,23.73,1006.25,88.9,0,none,none,,16.858667,64.0,ok
2025-03-05 13:00:00,AWS_MUM,19.08,72.88,11,25.5,1006.23,81.4,25.5,1006.23,81.4,0,none,none,,17.858667,64.0,ok
2025-03-05 14:00:00,AWS_MUM,19.08,72.88,11,26.05,1007.38,78.7,26.05,1007.38,78.7,0,none,none,,18.858667,64.0,ok
2025-03-05 15:00:00,AWS_MUM,19.08,72.88,11,27.69,1007.67,73.3,27.69,1007.67,73.3,0,none,none,,19.858667,64.0,ok
2025-03-05 16:00:00,AWS_MUM,19.08,72.88,11,28.09,1007.94,72.9,28.09,1007.94,72.9,0,none,none,,20.858667,64.0,ok
2025-03-05 17:00:00,AWS_MUM,19.08,72.88,11,28.78,1007.59,68.4,28.78,1007.59,68.4,0,none,none,,21.858667,64.0,ok
2025-03-05 18:00:00,AWS_MUM,19.08,72.88,11,29.18,1008.17,66.8,29.18,1008.17,66.8,0,none,none,,22.858667,64.0,ok
2025-03-05 19:00:00,AWS_MUM,19.08,72.88,11,30.07,1007.94,64.2,30.07,1007.94,64.2,0,none,none,,23.858667,64.0,ok
2025-03-05 20:00:00,AWS_MUM,19.08,72.88,11,31.11,1008.29,61.9,31.11,1008.29,61.9,0,none,none,,0.85866666,64.0,ok
2025-03-05 21:00:00,AWS_MUM,19.08,72.88,11,31.58,1008.38,58.5,31.58,1008.38,58.5,0,none,none,,1.8586667,64.0,ok
2025-03-05 22:00:00,AWS_MUM,19.08,72.88,11,31.7,1007.72,59.1,31.7,1007.72,59.1,0,none,none,,2.8586667,64.0,ok
2025-03-05 23:00:00,AWS_MUM,19.08,72.88,11,32.14,1007.83,57.9,32.14,1007.83,57.9,0,none,none,,3.8586667,64.0,ok
2025-03-06 00:00:00,AWS_MUM,19.08,72.88,11,31.65,1007.95,58.7,31.65,1007.95,58.7,0,none,none,,4.858667,65.0,ok
2025-03-06 01:00:00,AWS_MUM,19.08,72.88,11,29.94,1008.02,64.3,29.94,1008.02,64.3,0,none,none,,5.858667,65.0,ok
2025-03-06 02:00:00,AWS_MUM,19.08,72.88,11,29.37,1008.58,65.3,29.37,1008.58,65.3,0,none,none,,6.858667,65.0,ok
2025-03-06 03:00:00,AWS_MUM,19.08,72.88,11,28.65,1008.02,68.8,28.65,1008.02,68.8,0,none,none,,7.858667,65.0,ok
2025-03-06 04:00:00,AWS_MUM,19.08,72.88,11,28.15,1008.2,68.0,28.15,1008.2,68.0,0,none,none,,8.858666,65.0,ok
2025-03-06 05:00:00,AWS_MUM,19.08,72.88,11,27.61,1007.64,69.0,27.61,1007.64,69.0,0,none,none,,9.858666,65.0,ok
2025-03-06 06:00:00,AWS_MUM,19.08,72.88,11,26.45,1007.68,76.5,26.45,1007.68,76.5,0,none,none,,10.858666,65.0,ok
2025-03-06 07:00:00,AWS_MUM,19.08,72.88,11,26.86,1007.1,74.3,26.86,1007.1,74.3,0,none,none,,11.858666,65.0,ok
2025-03-06 08:00:00,AWS_MUM,19.08,72.88,11,26.0,1006.69,78.2,26.0,1006.69,78.2,0,none,none,,12.858666,65.0,ok
2025-03-06 09:00:00,AWS_MUM,19.08,72.88,11,24.93,1005.95,83.2,24.93,1005.95,83.2,0,none,none,,13.858666,65.0,ok
2025-03-06 10:00:00,AWS_MUM,19.08,72.88,11,24.97,1006.14,83.1,24.97,1006.14,83.1,0,none,none,,14.858666,65.0,ok
2025-03-06 11:00:00,AWS_MUM,19.08,72.88,11,25.09,1006.2,82.6,25.09,1006.2,82.6,0,none,none,,15.858666,65.0,ok
2025-03-06 12:00:00,AWS_MUM,19.08,72.88,11,24.27,1006.16,85.5,24.27,1006.16,85.5,0,none,none,,16.858667,65.0,ok
2025-03-06 13:00:00,AWS_MUM,19.08,72.88,11,24.21,1006.5,83.4,24.21,1006.5,83.4,0,none,none,,17.858667,65.0,ok
2025-03-06 14:00:00,AWS_MUM,19.08,72.88,11,25.0,1006.76,81.3,25.0,1006.76,81.3,0,none,none,,18.858667,65.0,ok
2025-03-06 15:00:00,AWS_MUM,19.08,72.88,11,25.58,1007.44,78.6,25.58,1007.44,78.6,0,none,none,,19.858667,65.0,ok
2025-03-06 16:00:00,AWS_MUM,19.08,72.88,11,26.28,1008.38,76.0,26.28,1008.38,76.0,0,none,none,,20.858667,65.0,ok
2025-03-06 17:00:00,AWS_MUM,19.08,72.88,11,28.06,1009.2,69.4,28.06,1009.2,69.4,0,none,none,,21.858667,65.0,ok
2025-03-06 18:00:00,AWS_MUM,19.08,72.88,11,29.63,1009.05,64.5,29.63,1009.05,64.5,0,none,none,,22.858667,65.0,ok
2025-03-06 19:00:00,AWS_MUM,19.08,72.88,11,30.93,1008.31,57.3,30.93,1008.31,57.3,0,none,none,,23.858667,65.0,ok
2025-03-06 20:00:00,AWS_MUM,19.08,72.88,11,33.54,1007.7,50.4,33.54,1007.7,50.4,0,none,none,,0.85866666,65.0,ok
2025-03-06 21:00:00,AWS_MUM,19.08,72.88,11,34.38,1007.63,47.8,34.38,1007.63,47.8,0,none,none,,1.8586667,65.0,ok
2025-03-06 22:00:00,AWS_MUM,19.08,72.88,11,33.43,1007.42,49.9,33.43,1007.42,49.9,0,none,none,,2.8586667,65.0,ok
2025-03-06 23:00:00,AWS_MUM,19.08,72.88,11,33.07,1007.51,49.4,33.07,1007.51,49.4,0,none,none,,3.8586667,65.0,ok
2025-03-07 00:00:00,AWS_MUM,19.08,72.88,11,32.88,1007.43,49.7,32.88,1007.43,49.7,0,none,none,,4.858667,66.0,ok
2025-03-07 01:00:00,AWS_MUM,19.08,72.88,11,32.21,1007.83,52.8,32.21,1007.83,52.8,0,none,none,,5.858667,66.0,ok
2025-03-07 02:00:00,AWS_MUM,19.08,72.88,11,30.77,1008.4,56.8,30.77,1008.4,56.8,0,none,none,,6.858667,66.0,ok
2025-03-07 03:00:00,AWS_MUM,19.08,72.88,11,29.39,1009.13,61.5,29.39,1009.13,61.5,0,none,none,,7.858667,66.0,ok
2025-03-07 04:00:00,AWS_MUM,19.08,72.88,11,28.58,1009.41,63.8,28.58,1009.41,63.8,0,none,none,,8.858666,66.0,ok
2025-03-07 05:00:00,AWS_MUM,19.08,72.88,11,28.52,1009.4,63.9,28.52,1009.4,63.9,0,none,none,,9.858666,66.0,ok
2025-03-07 06:00:00,AWS_MUM,19.08,72.88,11,27.98,1009.92,64.9,27.98,1009.92,64.9,0,none,none,,10.858666,66.0,ok
2025-03-07 07:00:00,AWS_MUM,19.08,72.88,11,26.23,1009.38,72.6,26.23,1009.38,72.6,0,none,none,,11.858666,66.0,ok
2025-03-07 08:00:00,AWS_MUM,19.08,72.88,11,25.31,1008.96,75.2,25.31,1008.96,75.2,0,none,none,,12.858666,66.0,ok
2025-03-07 09:00:00,AWS_MUM,19.08,72.88,11,24.54,1007.82,78.8,24.54,1007.82,78.8,0,none,none,,13.858666,66.0,ok
2025-03-07 10:00:00,AWS_MUM,19.08,72.88,11,23.29,1008.1,84.7,23.29,1008.1,84.7,0,none,none,,14.858666,66.0,ok
2025-03-07 11:00:00,AWS_MUM,19.08,72.88,11,22.69,1008.02,87.8,22.69,1008.02,87.8,0,none,none,,15.858666,66.0,ok
2025-03-07 12:00:00,AWS_MUM,19.08,72.88,11,24.42,1007.88,82.5,24.42,1007.88,82.5,0,none,none,,16.858667,66.0,ok
2025-03-07 13:00:00,AWS_MUM,19.08,72.88,11,25.31,1008.36,77.4,25.31,1008.36,77.4,0,none,none,,17.858667,66.0,ok
2025-03-07 14:00:00,AWS_MUM,19.08,72.88,11,26.96,1009.45,69.1,26.96,1009.45,69.1,0,none,none,,18.858667,66.0,ok
2025-03-07 15:00:00,AWS_MUM,19.08,72.88,11,27.16,1009.57,71.0,27.16,1009.57,71.0,0,none,none,,19.858667,66.0,ok
2025-03-07 16:00:00,AWS_MUM,19.08,72.88,11,27.59,1010.46,69.5,27.59,1010.46,69.5,0,none,none,,20.858667,66.0,ok
2025-03-07 17:00:00,AWS_MUM,19.08,72.88,11,29.22,1010.85,65.0,29.22,1010.85,65.0,0,none,none,,21.858667,66.0,ok
2025-03-07 18:00:00,AWS_MUM,19.08,72.88,11,29.49,1010.96,63.6,29.49,1010.96,63.6,0,none,none,,22.858667,66.0,ok
2025-03-07 19:00:00,AWS_MUM,19.08,72.88,11,31.73,1010.66,56.5,31.73,1010.66,56.5,0,none,none,,23.858667,66.0,ok
2025-03-07 20:00:00,AWS_MUM,19.08,72.88,11,31.3,1010.6,58.5,31.3,1010.6,58.5,0,none,none,,0.85866666,66.0,ok
2025-03-07 21:00:00,AWS_MUM,19.08,72.88,11,32.68,1010.06,53.1,32.68,1010.06,53.1,0,none,none,,1.8586667,66.0,ok
2025-03-07 22:00:00,AWS_MUM,19.08,72.88,11,32.47,1009.43,54.0,32.47,1009.43,54.0,0,none,none,,2.8586667,66.0,ok
2025-03-07 23:00:00,AWS_MUM,19.08,72.88,11,32.74,1009.2,54.6,32.74,1009.2,54.6,0,none,none,,3.8586667,66.0,ok
2025-03-08 00:00:00,AWS_MUM,19.08,72.88,11,33.21,1009.42,53.1,33.21,1009.42,53.1,0,none,none,,4.858667,67.0,ok
2025-03-08 01:00:00,AWS_MUM,19.08,72.88,11,32.37,1009.55,55.5,32.37,1009.55,55.5,0,none,none,,5.858667,67.0,ok
2025-03-08 02:00:00,AWS_MUM,19.08,72.88,11,32.44,1009.85,56.3,32.44,1009.85,56.3,0,none,none,,6.858667,67.0,ok
2025-03-08 03:00:00,AWS_MUM,19.08,72.88,11,31.84,1010.22,57.9,31.84,1010.22,57.9,0,none,none,,7.858667,67.0,ok
2025-03-08 04:00:00,AWS_MUM,19.08,72.88,11,30.34,1010.98,62.7,30.34,1010.98,62.7,0,none,none,,8.858666,67.0,ok
2025-03-08 05:00:00,AWS_MUM,19.08,72.88,11,28.7,1010.83,69.3,28.7,1010.83,69.3,0,none,none,,9.858666,67.0,ok
2025-03-08 06:00:00,AWS_MUM,19.08,72.88,11,27.06,1010.3,74.7,27.06,1010.3,74.7,0,none,none,,10.858666,67.0,ok
2025-03-08 07:00:00,AWS_MUM,19.08,72.88,11,25.26,1009.7,83.8,25.26,1009.7,83.8,0,none,none,,11.858666,67.0,ok
2025-03-08 08:00:00,AWS_MUM,19.08,72.88,11,24.45,1009.09,91.3,24.45,1009.09,91.3,0,none,none,,12.858666,67.0,ok
2025-03-08 09:00:00,AWS_MUM,19.08,72.88,11,24.9,1007.94,89.6,24.9,1007.94,89.6,0,none,none,,13.858666,67.0,ok
2025-03-08 10:00:00,AWS_MUM,19.08,72.88,11,25.17,1007.46,87.3,25.17,1007.46,87.3,0,none,none,,14.858666,67.0,ok
2025-03-08 11:00:00,AWS_MUM,19.08,72.88,11,24.82,1006.57,89.2,24.82,1006.57,89.2,0,none,none,,15.858666,67.0,ok
2025-03-08 12:00:00,AWS_MUM,19.08,72.88,11,25.87,1006.59,83.2,25.87,1006.59,83.2,0,none,none,,16.858667,67.0,ok
